time,open,high,low,close,tick_volume,spread,real_volume
2025-04-03 17:00:00,3107.528,3109.928,3099.949,3109.5,13320,159,0
2025-04-03 18:00:00,3109.542,3111.722,3102.154,3111.586,8138,159,0
2025-04-03 19:00:00,3111.608,3113.296,3101.532,3107.592,9137,159,0
2025-04-03 20:00:00,3107.567,3119.962,3107.2,3113.145,6837,159,0
2025-04-03 22:00:00,3114.351,3116.719,3112.327,3115.387,4279,159,0
2025-04-03 23:00:00,3115.423,3116.256,3109.757,3112.884,6393,159,0
2025-04-04 00:00:00,3112.908,3115.057,3106.017,3110.553,10090,159,0
2025-04-04 01:00:00,3110.542,3115.817,3109.102,3109.851,10412,159,0
2025-04-04 02:00:00,3109.829,3113.013,3091.159,3096.727,16625,159,0
2025-04-04 03:00:00,3096.691,3099.098,3086.989,3098.481,16559,159,0
2025-04-04 04:00:00,3098.435,3105.014,3095.949,3100.157,10708,159,0
2025-04-04 05:00:00,3100.119,3108.908,3098.822,3108.908,10696,159,0
2025-04-04 06:00:00,3108.882,3109.96,3100.458,3101.051,10838,159,0
2025-04-04 07:00:00,3100.978,3103.473,3091.993,3092.85,17780,159,0
2025-04-04 08:00:00,3092.883,3094.121,3078.42,3084.201,17279,159,0
2025-04-04 09:00:00,3084.175,3095.96,3083.869,3090.725,13989,159,0
2025-04-04 10:00:00,3090.749,3116.206,3090.501,3110.32,29682,159,0
2025-04-04 11:00:00,3110.273,3136.756,3095.552,3110.239,48581,159,0
2025-04-04 12:00:00,3110.248,3111.86,3069.359,3071.138,50199,159,0
2025-04-04 13:00:00,3071.176,3087.424,3059.559,3061.802,47970,159,0
2025-04-04 14:00:00,3061.858,3061.858,3026.903,3038.414,54713,159,0
2025-04-04 15:00:00,3038.438,3050.491,3016.939,3021.951,51704,159,0
2025-04-04 16:00:00,3021.908,3036.782,3017.578,3030.875,29110,159,0
2025-04-04 17:00:00,3030.909,3032.932,3015.593,3025.754,25448,159,0
2025-04-04 18:00:00,3025.714,3027.883,3017.896,3025.483,15137,159,0
2025-04-04 19:00:00,3025.508,3040.925,3021.998,3036.427,19981,159,0
2025-04-04 20:00:00,3036.464,3040.94,3033.84,3038.506,9006,159,0
2025-04-06 22:00:00,3028.686,3032.445,2999.897,3009.937,18226,159,0
2025-04-06 23:00:00,3009.903,3017.165,2977.024,2999.944,28145,159,0
2025-04-07 00:00:00,2999.954,3009.722,2970.689,2978.978,34100,159,0
2025-04-07 01:00:00,2978.935,3055.686,2972.073,3038.425,75935,159,0
2025-04-07 02:00:00,3038.383,3055.804,3024.274,3025.844,37142,159,0
2025-04-07 03:00:00,3025.82,3034.109,3017.067,3018.926,22881,159,0
2025-04-07 04:00:00,3018.955,3035.7,3018.955,3035.47,14227,159,0
2025-04-07 05:00:00,3035.425,3044.629,3024.9,3032.008,20508,159,0
2025-04-07 06:00:00,3031.952,3033.584,3016.693,3029.858,29325,159,0
2025-04-07 07:00:00,3029.887,3030.798,3013.2,3018.569,37818,159,0
2025-04-07 08:00:00,3018.537,3035.525,3017.685,3031.228,24141,159,0
2025-04-07 09:00:00,3031.187,3033.497,3019.551,3025.163,20101,159,0
2025-04-07 10:00:00,3025.192,3036.473,3024.1,3031.415,21894,159,0
2025-04-07 11:00:00,3031.372,3046.148,3030.217,3031.27,24750,159,0
2025-04-07 12:00:00,3031.296,3032.915,3014.71,3031.107,37140,159,0
2025-04-07 13:00:00,3031.079,3034.213,3002.122,3015.48,49867,159,0
2025-04-07 14:00:00,3015.431,3038.036,2996.453,2999.271,75781,159,0
2025-04-07 15:00:00,2999.309,3004.853,2979.81,2987.544,42436,159,0
2025-04-07 16:00:00,2987.452,2987.862,2969.834,2970.538,26168,159,0
