time,open,high,low,close,tick_volume,spread,real_volume
2025-04-03 17:00:00,3107.528,3107.627,3103.546,3104.577,1270,160,0
2025-04-03 17:05:00,3104.577,3104.577,3101.983,3103.706,1215,160,0
2025-04-03 17:10:00,3103.704,3104.348,3102.166,3103.82,1132,159,0
2025-04-03 17:15:00,3103.853,3105.642,3100.681,3103.523,1384,160,0
2025-04-03 17:20:00,3103.464,3105.047,3102.329,3102.551,1197,160,0
2025-04-03 17:25:00,3102.512,3103.783,3100.719,3101.004,1396,160,0
2025-04-03 17:30:00,3101.033,3104.514,3099.949,3102.927,1364,160,0
2025-04-03 17:35:00,3102.938,3106.157,3102.938,3105.43,997,159,0
2025-04-03 17:40:00,3105.411,3107.766,3105.295,3106.581,976,159,0
2025-04-03 17:45:00,3106.548,3108.776,3105.998,3107.954,951,160,0
2025-04-03 17:50:00,3107.949,3108.866,3107.663,3108.825,712,159,0
2025-04-03 17:55:00,3108.802,3109.928,3108.392,3109.5,726,159,0
2025-04-03 18:00:00,3109.542,3110.248,3107.556,3107.568,766,159,0
2025-04-03 18:05:00,3107.653,3108.663,3106.922,3108.372,621,160,0
2025-04-03 18:10:00,3108.487,3109.413,3107.131,3107.291,807,160,0
2025-04-03 18:15:00,3107.311,3108.536,3105.237,3105.502,702,160,0
2025-04-03 18:20:00,3105.49,3106.216,3102.909,3103.373,649,160,0
2025-04-03 18:25:00,3103.371,3105.053,3103.073,3105.03,639,160,0
2025-04-03 18:30:00,3104.989,3105.129,3102.154,3103.186,781,160,0
2025-04-03 18:35:00,3103.156,3104.947,3102.291,3104.83,626,160,0
2025-04-03 18:40:00,3104.789,3106.899,3104.71,3106.595,665,160,0
2025-04-03 18:45:00,3106.631,3106.915,3105.435,3106.216,519,160,0
2025-04-03 18:50:00,3106.229,3109.75,3106.142,3109.699,704,160,0
2025-04-03 18:55:00,3109.689,3111.722,3109.086,3111.586,659,159,0
2025-04-03 19:00:00,3111.608,3112.799,3111.009,3112.478,654,160,0
2025-04-03 19:05:00,3112.517,3112.67,3110.455,3110.497,613,160,0
2025-04-03 19:10:00,3110.503,3111.953,3110.171,3111.707,676,160,0
2025-04-03 19:15:00,3111.72,3113.296,3108.907,3112.927,817,160,0
2025-04-03 19:20:00,3112.96,3113.056,3109.257,3109.351,821,160,0
2025-04-03 19:25:00,3109.351,3109.462,3106.67,3107.238,562,160,0
2025-04-03 19:30:00,3107.196,3107.305,3104.129,3104.562,1052,160,0
2025-04-03 19:35:00,3104.561,3104.981,3102.496,3103.407,926,159,0
2025-04-03 19:40:00,3103.444,3104.856,3102.417,3104.652,665,160,0
2025-04-03 19:45:00,3104.621,3104.897,3102.225,3102.483,771,159,0
2025-04-03 19:50:00,3102.498,3105.962,3101.532,3105.69,804,160,0
2025-04-03 19:55:00,3105.717,3108.193,3105.339,3107.592,776,160,0
2025-04-03 20:00:00,3107.567,3108.605,3107.2,3107.458,920,160,0
2025-04-03 20:05:00,3107.476,3109.401,3107.476,3108.509,492,160,0
2025-04-03 20:10:00,3108.507,3108.919,3107.429,3107.619,311,159,0
2025-04-03 20:15:00,3107.638,3108.704,3107.638,3108.313,325,160,0
2025-04-03 20:20:00,3108.333,3108.958,3107.957,3108.575,336,160,0
2025-04-03 20:25:00,3108.548,3110.885,3108.416,3109.954,583,160,0
2025-04-03 20:30:00,3109.917,3111.392,3109.702,3110.424,511,160,0
2025-04-03 20:35:00,3110.451,3113.96,3110.245,3113.818,576,160,0
2025-04-03 20:40:00,3113.815,3117.787,3113.177,3117.29,668,160,0
2025-04-03 20:45:00,3117.25,3119.962,3115.578,3116.667,977,159,0
2025-04-03 20:50:00,3116.695,3117.018,3112.861,3114.285,821,159,0
2025-04-03 20:55:00,3114.286,3114.688,3112.881,3113.145,317,160,0
2025-04-03 22:00:00,3114.351,3115.289,3113.803,3114.529,315,160,0
2025-04-03 22:05:00,3114.531,3114.811,3113.149,3113.702,424,160,0
2025-04-03 22:10:00,3113.722,3114.881,3113.521,3114.251,347,160,0
2025-04-03 22:15:00,3114.241,3115.147,3113.719,3114.934,318,159,0
2025-04-03 22:20:00,3114.933,3114.966,3113.272,3113.414,298,160,0
2025-04-03 22:25:00,3113.407,3114.555,3112.854,3114.526,353,159,0
2025-04-03 22:30:00,3114.484,3116.691,3114.25,3116.568,391,160,0
2025-04-03 22:35:00,3116.55,3116.719,3115.279,3115.586,293,160,0
2025-04-03 22:40:00,3115.584,3116.176,3114.817,3115.953,300,160,0
2025-04-03 22:45:00,3115.907,3115.907,3112.508,3112.896,445,160,0
2025-04-03 22:50:00,3112.966,3113.346,3112.327,3113.197,377,160,0
2025-04-03 22:55:00,3113.192,3116.109,3112.718,3115.387,418,160,0
2025-04-03 23:00:00,3115.423,3115.443,3112.191,3112.544,618,159,0
2025-04-03 23:05:00,3112.505,3112.78,3110.909,3110.909,448,160,0
2025-04-03 23:10:00,3110.912,3111.761,3109.757,3111.238,511,160,0
2025-04-03 23:15:00,3111.237,3112.029,3110.498,3112.026,345,160,0
2025-04-03 23:20:00,3112.023,3112.072,3110.728,3111.794,278,160,0
2025-04-03 23:25:00,3111.798,3113.039,3111.119,3112.602,428,160,0
2025-04-03 23:30:00,3112.63,3115.318,3112.435,3115.042,666,160,0
2025-04-03 23:35:00,3115.036,3115.294,3114.081,3114.402,413,160,0
2025-04-03 23:40:00,3114.401,3114.696,3113.694,3114.455,326,160,0
2025-04-03 23:45:00,3114.465,3115.897,3113.725,3115.742,666,160,0
2025-04-03 23:50:00,3115.721,3116.256,3115.191,3115.191,628,160,0
2025-04-03 23:55:00,3115.164,3115.164,3112.722,3112.884,1066,160,0
2025-04-04 00:00:00,3112.908,3114.264,3111.882,3114.141,1056,160,0
2025-04-04 00:05:00,3114.152,3115.057,3112.75,3113.329,819,160,0
2025-04-04 00:10:00,3113.333,3113.86,3112.316,3112.538,757,160,0
2025-04-04 00:15:00,3112.535,3113.292,3111.754,3111.795,642,160,0
2025-04-04 00:20:00,3111.771,3112.938,3111.122,3112.506,781,160,0
2025-04-04 00:25:00,3112.53,3112.714,3109.028,3109.173,906,160,0
2025-04-04 00:30:00,3109.202,3110.737,3107.799,3109.524,1298,160,0
2025-04-04 00:35:00,3109.444,3109.444,3106.017,3107.813,1020,160,0
2025-04-04 00:40:00,3107.79,3111.078,3107.716,3110.821,793,160,0
2025-04-04 00:45:00,3110.81,3111.224,3108.393,3110.439,713,160,0
2025-04-04 00:50:00,3110.436,3111.655,3109.351,3110.812,690,159,0
2025-04-04 00:55:00,3110.831,3111.375,3109.744,3110.553,615,160,0
2025-04-04 01:00:00,3110.542,3112.924,3110.289,3112.706,1040,159,0
2025-04-04 01:05:00,3112.661,3115.314,3112.553,3114.86,1120,160,0
2025-04-04 01:10:00,3114.779,3115.817,3113.851,3114.581,850,160,0
2025-04-04 01:15:00,3114.564,3114.964,3111.736,3113.953,961,159,0
2025-04-04 01:20:00,3114.001,3114.924,3113.426,3114.022,660,160,0
2025-04-04 01:25:00,3114.019,3114.019,3111.926,3113.773,720,160,0
2025-04-04 01:30:00,3113.771,3114.355,3110.375,3111.093,1100,159,0
2025-04-04 01:35:00,3111.077,3111.697,3109.424,3110.977,937,160,0
2025-04-04 01:40:00,3110.948,3112.032,3109.102,3109.986,819,159,0
2025-04-04 01:45:00,3109.98,3111.709,3109.622,3110.832,749,160,0
2025-04-04 01:50:00,3110.798,3112.723,3109.97,3111.764,725,159,0
2025-04-04 01:55:00,3111.723,3111.723,3109.44,3109.851,731,160,0
2025-04-04 02:00:00,3109.829,3111.196,3107.447,3111.049,757,160,0
2025-04-04 02:05:00,3111.013,3112.914,3110.697,3112.059,767,160,0
2025-04-04 02:10:00,3112.077,3113.013,3111.453,3112.667,718,159,0
2025-04-04 02:15:00,3112.699,3112.89,3110.178,3110.624,762,160,0
2025-04-04 02:20:00,3110.581,3111.211,3106.8,3107.711,1170,159,0
2025-04-04 02:25:00,3107.707,3108.783,3104.328,3104.808,1529,160,0
2025-04-04 02:30:00,3104.739,3106.019,3102.449,3104.256,1591,159,0
2025-04-04 02:35:00,3104.208,3105.43,3091.159,3092.525,3107,160,0
2025-04-04 02:40:00,3092.568,3098.935,3091.467,3098.487,2344,159,0
2025-04-04 02:45:00,3098.556,3099.267,3092.878,3095.062,1872,159,0
2025-04-04 02:50:00,3095.041,3096.365,3093.648,3095.66,1043,159,0
